Row,scenario,fracPos,fracNeg,rho,FDRmethod,numTests,numRealizations,effectSize,CImethod,q,alpha,seed,BothSides_canonical_mean,BothSides_canonical_lower,BothSides_canonical_upper,BothSides_combined_mean,BothSides_combined_lower,BothSides_combined_upper,BothSides_twotailed_mean,BothSides_twotailed_lower,BothSides_twotailed_upper,BothSides_split2tail_mean,BothSides_split2tail_lower,BothSides_split2tail_upper,BothSides_old_mean,BothSides_old_lower,BothSides_old_upper,BothSides_question11_mean,BothSides_question11_lower,BothSides_question11_upper,BothSides_question12_mean,BothSides_question12_lower,BothSides_question12_upper,PosSide_canonical_mean,PosSide_canonical_lower,PosSide_canonical_upper,PosSide_combined_mean,PosSide_combined_lower,PosSide_combined_upper,PosSide_twotailed_mean,PosSide_twotailed_lower,PosSide_twotailed_upper,PosSide_split2tail_mean,PosSide_split2tail_lower,PosSide_split2tail_upper,PosSide_old_mean,PosSide_old_lower,PosSide_old_upper,PosSide_question11_mean,PosSide_question11_lower,PosSide_question11_upper,PosSide_question12_mean,PosSide_question12_lower,PosSide_question12_upper,NegSide_canonical_mean,NegSide_canonical_lower,NegSide_canonical_upper,NegSide_combined_mean,NegSide_combined_lower,NegSide_combined_upper,NegSide_twotailed_mean,NegSide_twotailed_lower,NegSide_twotailed_upper,NegSide_split2tail_mean,NegSide_split2tail_lower,NegSide_split2tail_upper,NegSide_old_mean,NegSide_old_lower,NegSide_old_upper,NegSide_question11_mean,NegSide_question11_lower,NegSide_question11_upper,NegSide_question12_mean,NegSide_question12_lower,NegSide_question12_upper,elapsed
bky_indep_balanced_fdp,4,0.25,0.25,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0316597833531256,0.0313810263835215,0.0319385403227298,0.031610748504381,0.0313322498307381,0.031889247178024,0.0425900252029593,0.0422668564472448,0.0429131939586738,0.0426371704403928,0.0423161502538563,0.0429581906269293,0.015856103873156,0.0156483808083066,0.0160638269380053,0.0201933071006945,0.0199651953823002,0.0204214188190888,0.0158861592364794,0.0156778653873995,0.0160944530855594,0.0306920830177419,0.0302950345488035,0.0310891314866803,0.0307204697186238,0.0303311672241675,0.0311097722130801,0.0417395911959105,0.0412895846310229,0.0421895977607981,0.0417008972009241,0.0412387423381757,0.0421630520636726,0.0149620590612174,0.0146630606793455,0.0152610574430892,0.0192503173983378,0.018924243401708,0.0195763913949675,0.0149947312648676,0.0146949382358152,0.01529452429392,0.0325115442862751,0.0321232907868706,0.0328997977856795,0.0324331394918805,0.0320511420714084,0.0328151369123527,0.0433591980169593,0.0429236560270937,0.0437947400068248,0.0434129172063525,0.0429678025627577,0.0438580318499473,0.0166757684072525,0.0163811392348856,0.0169703975796194,0.0210274292740548,0.0206991526480672,0.0213557059000424,0.0167022274475102,0.0164075323057363,0.0169969225892841,128.977569083333
bky_indep_negonly_fdp,3,0,0.25,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0486526618067876,0.0481740568919658,0.0491312667216095,0.0425683201156443,0.0420855752603548,0.0430510649709337,0.0466812752219306,0.0461781125737887,0.0471844378700725,0.0453315463291685,0.0448600721063919,0.0458030205519451,0.0245277040858784,0.0241722785211201,0.0248831296506367,0.0223695711966431,0.0220233884999447,0.0227157538933414,0.0245757417904841,0.0242204247920479,0.0249310587889202,0.04,0.0314097202717122,0.0485902797282878,0.999,0.997614442868295,1.00038555713171,1,1,1,0.051,0.0413559403426397,0.0606440596573603,0.0185,0.0125929219375103,0.0244070780624897,0.025,0.018155936880975,0.031844063119025,0.0185,0.0125929219375103,0.0244070780624897,0.0485529649132921,0.0480746707939814,0.0490312590326027,0.0228399331799557,0.0224940338795737,0.0231858324803377,0.025039079817364,0.0246811959623366,0.0253969636723913,0.0452017129720331,0.0447312159025575,0.0456722100415087,0.0244749833773069,0.0241202514494278,0.024829715305186,0.022296221083286,0.0219512334498161,0.022641208716756,0.0245230411507996,0.0241684009083849,0.0248776813932142,100.046519083333
bky_indep_null_fdp,1,0,0,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0975,0.0844962800738525,0.110503719926148,0.0485,0.0390829048275443,0.0579170951724557,0.0485,0.0390829048275443,0.0579170951724557,0.0975,0.0844962800738525,0.110503719926148,0.047,0.0377223694709817,0.0562776305290183,0.0465,0.0372694300216792,0.0557305699783208,0.047,0.0377223694709817,0.0562776305290183,0.0515,0.0418113341900513,0.0611886658099487,0.0255,0.0185896076503584,0.0324103923496416,0.0255,0.0185896076503584,0.0324103923496416,0.051,0.0413559403426397,0.0606440596573603,0.024,0.0172907770536193,0.0307092229463807,0.0235,0.0168593322956142,0.0301406677043858,0.024,0.0172907770536193,0.0307092229463807,0.049,0.039536974890931,0.058463025109069,0.026,0.0190239779222221,0.0329760220777779,0.026,0.0190239779222221,0.0329760220777779,0.0495,0.0399913173311165,0.0590086826688835,0.0235,0.0168593322956142,0.0301406677043858,0.0235,0.0168593322956142,0.0301406677043858,0.0235,0.0168593322956142,0.0301406677043858,96.485539125
bky_indep_posonly_fdp,2,0.25,0,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0464350849747579,0.045967129047343,0.0469030409021729,0.0404899503647419,0.0400135226512259,0.0409663780782579,0.0446975416009555,0.044201493283815,0.045193589918096,0.0431262737773939,0.0426712371039553,0.0435813104508325,0.0224856826275156,0.0221260716440435,0.0228452936109877,0.0202805630994446,0.0199354286707642,0.0206256975281249,0.0225279740178989,0.0221688935977082,0.0228870544380896,0.0463521037633388,0.0458842406294545,0.0468199668972231,0.0208008510266104,0.0204532935810351,0.0211484084721856,0.0230011386046224,0.0226407101849825,0.0233615670242623,0.0429957597980348,0.0425403760184284,0.0434511435776412,0.0224350478668851,0.0220753097304265,0.0227947860033438,0.0202121945095993,0.0198672365337527,0.0205571524854458,0.0224773657714469,0.0221181442083856,0.0228365873345083,0.0335,0.0256120340600888,0.0413879659399112,0.998,0.996041507276008,0.999958492723992,0.999,0.997614442868295,1.00038555713171,0.0495,0.0399913173311165,0.0590086826688835,0.017,0.0113331343884613,0.0226668656115387,0.022,0.0155698298983,0.0284301701017,0.017,0.0113331343884613,0.0226668656115387,99.697908625
bky_indep_unbalanced_fdp,5,0.1,0.4,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0373201707070591,0.0370256843323863,0.0376146570817319,0.0318464277532957,0.0315786363015253,0.0321142192050662,0.0429772234855886,0.0426619567690209,0.0432924902021564,0.0425390260043653,0.0422244721042149,0.0428535799045156,0.0183157490282671,0.0181000800340577,0.0185314180224765,0.0197228659106703,0.0195005602085395,0.019945171612801,0.0184041231536559,0.0181880723990123,0.0186201739082994,0.0266862267669608,0.0260383109688802,0.0273341425650413,0.0733200238247338,0.0724814887227316,0.0741585589267361,0.0985024031620416,0.0975655809487515,0.0994392253753317,0.0445380821025721,0.0437640104324436,0.0453121537727006,0.0130971480989183,0.0125924412461397,0.013601854951697,0.0214345988749113,0.0208417891061369,0.0220274086436857,0.0130945941884386,0.0125899661310688,0.0135992222458085,0.0391412094429828,0.0388139531627088,0.0394684657232567,0.0208209654646431,0.020579717983925,0.0210622129453612,0.0279113482817958,0.0276280226473097,0.0281946739162819,0.0420351859733786,0.0416912127468289,0.0423791591999284,0.0191328320082348,0.0188967909669884,0.0193688730494813,0.0193485266786185,0.0191092130523853,0.0195878403048517,0.0192348939937407,0.018998332293836,0.0194714556936454,126.752421666667
bky_posdep_balanced_fdp,9,0.25,0.25,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0451887076111714,0.042718597924849,0.0476588172974939,0.0306986188994294,0.0293292562831404,0.0320679815157184,0.0414688994570882,0.0398498221334479,0.0430879767807286,0.0432665309096781,0.0412243112459955,0.0453087505733607,0.0248160185783229,0.0231752986954824,0.0264567384611635,0.0229362388866702,0.0215370661917192,0.0243354115816211,0.0249279069932415,0.0232780377722639,0.0265777762142192,0.0293854103485187,0.0272288162011967,0.0315420044958406,0.0226055205053981,0.0211568556692951,0.0240541853415012,0.0318491604838881,0.0300208306815658,0.0336774902862103,0.0322223351259236,0.0302422300210467,0.0342024402308004,0.0142964494976722,0.0129741177865979,0.0156187812087466,0.014608459867855,0.013413154139888,0.015803765595822,0.0143552646965974,0.013025210562328,0.0156853188308668,0.0343995046945531,0.0321196127333882,0.036679396655718,0.0263597153852151,0.0248844380566367,0.0278349927137934,0.0361797669658762,0.0342737353931511,0.0380857985386013,0.0367664230302294,0.0346999872365085,0.0388328588239503,0.0177438433995586,0.0164058480014425,0.0190818387976746,0.01798181852286,0.0167983704802851,0.0191652665654349,0.0178245526790732,0.0164800617203272,0.0191690436378192,127.684185833333
bky_posdep_negonly_fdp,8,0,0.25,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0606927531979099,0.0557479081283598,0.0656375982674599,0.0466249919507657,0.043105609512797,0.0501443743887344,0.051026500115899,0.0473376738498537,0.0547153263819444,0.0417575074327298,0.0384106762379963,0.0451043386274632,0.0328284925041922,0.0292682501137824,0.036388734894602,0.0223371312204332,0.0196864869550738,0.0249877754857926,0.0329349632980762,0.0293688222485124,0.03650110434764,0.033,0.0251690959817875,0.0408309040182125,0.7155,0.695721759734954,0.735278240265046,0.7485,0.729480171746568,0.767519828253432,0.027,0.0198947396457569,0.0341052603542431,0.0195,0.0134384624671529,0.0255615375328471,0.0155,0.0100847887505674,0.0209152112494326,0.0195,0.0134384624671529,0.0255615375328471,0.0537491212146724,0.0498217025270478,0.0576765399022971,0.0239187878131899,0.0219172975773355,0.0259202780490442,0.0274250988077621,0.0250877847225046,0.0297624128930195,0.0379300198194353,0.0354164925674027,0.0404435470714679,0.0275075864680273,0.0251531873596217,0.0298619855764329,0.0190041150216622,0.0174962746114967,0.0205119554318277,0.0276140795123174,0.0252503099240085,0.0299778491006262,101.625490708333
bky_posdep_null_fdp,6,0,0,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.084,0.0718401260279043,0.0961598739720958,0.04,0.0314097202717122,0.0485902797282878,0.04,0.0314097202717122,0.0485902797282878,0.0485,0.0390829048275443,0.0579170951724557,0.04,0.0314097202717122,0.0485902797282878,0.028,0.0207680761900445,0.0352319238099555,0.04,0.0314097202717122,0.0485902797282878,0.041,0.0323075354959014,0.0496924645040986,0.02,0.0138628077260602,0.0261371922739398,0.02,0.0138628077260602,0.0261371922739398,0.024,0.0172907770536193,0.0307092229463807,0.02,0.0138628077260602,0.0261371922739398,0.014,0.00884956193255621,0.0191504380674438,0.02,0.0138628077260602,0.0261371922739398,0.043,0.0341073358489683,0.0518926641510317,0.02,0.0138628077260602,0.0261371922739398,0.02,0.0138628077260602,0.0261371922739398,0.0245,0.017722986152937,0.031277013847063,0.02,0.0138628077260602,0.0261371922739398,0.014,0.0088495619325562,0.0191504380674438,0.02,0.0138628077260602,0.0261371922739398,91.8921696666667
bky_posdep_posonly_fdp,7,0.25,0,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0562190800321349,0.051803897449958,0.0606342626143117,0.0429965522330981,0.040004527415417,0.0459885770507791,0.0472588160476971,0.0441114911701773,0.050406140925217,0.0382093289560978,0.0352745940711987,0.0411440638409969,0.0296144812475716,0.0263406312107744,0.0328883312843687,0.019229195623932,0.0170216129526255,0.0214367782952385,0.0297376186166539,0.0264552571696286,0.0330199800636791,0.0514227043367814,0.0477371864307394,0.0551082222428233,0.0217524079104891,0.0198803050372641,0.0236245107837142,0.0251842723226738,0.0230067134376038,0.0273618312077438,0.0356317037401611,0.0332732751271156,0.0379901323532066,0.0252159758053581,0.0230280674840513,0.0274038841266649,0.0168296507714673,0.0154133837058341,0.0182459178371006,0.0253391131744404,0.0231380163839362,0.0275402099649446,0.0295,0.0220826209755952,0.0369173790244048,0.712,0.69214920361732,0.73185079638268,0.748,0.728967634766115,0.767032365233885,0.0255,0.0185896076503585,0.0324103923496415,0.016,0.0104995371665472,0.0215004628334528,0.013,0.00803439755236114,0.0179656024476389,0.016,0.0104995371665472,0.0215004628334528,101.774330375
bky_posdep_unbalanced_fdp,10,0.1,0.4,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0489183887816088,0.0462252052205139,0.0516115723427036,0.0311567786440515,0.0297710623470518,0.0325424949410513,0.0419650374933668,0.0403196357453217,0.0436104392414119,0.0427890321851654,0.0407154449404717,0.044862619429859,0.0260122750648675,0.0243102947679269,0.0277142553618081,0.0223383533221747,0.0209450046967277,0.0237317019476218,0.0261854111574177,0.0244700254182153,0.02790079689662,0.0256977476400466,0.0233632443778224,0.0280322509022708,0.0449934927030367,0.0427271043511302,0.0472598810549432,0.0613299353077656,0.0586627564909369,0.0639971141245943,0.0321417770752995,0.0297603527630182,0.0345232013875807,0.0126674286497286,0.01128644370226,0.0140484135971973,0.0150794304999753,0.0136949951067957,0.0164638658931549,0.0126756672404097,0.0112919534881604,0.0140593809926589,0.0415017060746921,0.0390123715735925,0.0439910405757918,0.0189540528184287,0.0177443709102657,0.0201637347265917,0.0269377803787157,0.0252767871962764,0.0285987735611549,0.0362866227777812,0.0344149406810597,0.0381583048745026,0.0204243189870169,0.0189848255491236,0.0218638124249102,0.0169080836545564,0.0158249372222466,0.0179912300868663,0.0205996732419526,0.0191451768113824,0.0220541696725228,125.222008708333
