Row,scenario,fracPos,fracNeg,rho,FDRmethod,numTests,numRealizations,effectSize,CImethod,q,alpha,seed,BothSides_canonical_mean,BothSides_canonical_lower,BothSides_canonical_upper,BothSides_combined_mean,BothSides_combined_lower,BothSides_combined_upper,BothSides_twotailed_mean,BothSides_twotailed_lower,BothSides_twotailed_upper,BothSides_split2tail_mean,BothSides_split2tail_lower,BothSides_split2tail_upper,BothSides_canonicalbb_mean,BothSides_canonicalbb_lower,BothSides_canonicalbb_upper,BothSides_split2tailbb_mean,BothSides_split2tailbb_lower,BothSides_split2tailbb_upper,PosSide_canonical_mean,PosSide_canonical_lower,PosSide_canonical_upper,PosSide_combined_mean,PosSide_combined_lower,PosSide_combined_upper,PosSide_twotailed_mean,PosSide_twotailed_lower,PosSide_twotailed_upper,PosSide_split2tail_mean,PosSide_split2tail_lower,PosSide_split2tail_upper,PosSide_canonicalbb_mean,PosSide_canonicalbb_lower,PosSide_canonicalbb_upper,PosSide_split2tailbb_mean,PosSide_split2tailbb_lower,PosSide_split2tailbb_upper,NegSide_canonical_mean,NegSide_canonical_lower,NegSide_canonical_upper,NegSide_combined_mean,NegSide_combined_lower,NegSide_combined_upper,NegSide_twotailed_mean,NegSide_twotailed_lower,NegSide_twotailed_upper,NegSide_split2tail_mean,NegSide_split2tail_lower,NegSide_split2tail_upper,NegSide_canonicalbb_mean,NegSide_canonicalbb_lower,NegSide_canonicalbb_upper,NegSide_split2tailbb_mean,NegSide_split2tailbb_lower,NegSide_split2tailbb_upper,elapsed
bky_indep_balanced_fdp,4,0.25,0.25,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0317965237896731,0.0315248207351766,0.0320682268441696,0.0317313238231988,0.0314601718105082,0.0320024758358894,0.0428330101478082,0.0425202249560654,0.0431457953395509,0.0428701035930821,0.0425545010411632,0.0431857061450011,0.0317965237896731,0.0315248207351766,0.0320682268441696,0.0428701035930821,0.0425545010411632,0.0431857061450011,0.0307079507936491,0.0303165850064264,0.0310993165808717,0.0306822240624087,0.0302971782448749,0.0310672698799424,0.0418149188751445,0.0413784297457735,0.0422514080045154,0.0417995730047913,0.041349376169183,0.0422497698403996,0.0307079507936491,0.0303165850064264,0.0310993165808717,0.0417995730047913,0.041349376169183,0.0422497698403996,0.0327826090387301,0.0323893232658881,0.0331758948115721,0.0327219422216779,0.0323352599796145,0.0331086244637413,0.0437775609289974,0.043346781918776,0.0442083399392187,0.0437856895131226,0.0433411644625316,0.0442302145637136,0.0327826090387301,0.0323893232658881,0.0331758948115721,0.0437856895131226,0.0433411644625316,0.0442302145637136,127.841638666667
bky_indep_negonly_fdp,3,0,0.25,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0481005285685703,0.0476304078913801,0.0485706492457606,0.0424410934057121,0.0419522082074736,0.0429299786039506,0.0466566429267931,0.0461464523383132,0.0471668335152729,0.0449483930787754,0.044487309634862,0.0454094765226889,0.025720248831314,0.0252665351265888,0.0261739625360391,0.0241171836021532,0.0236427100320666,0.0245916571722398,0.0325,0.024726638566837,0.040273361433163,0.9985,0.996803470725234,1.00019652927477,0.9995,0.99852001800773,1.00047998199227,0.043,0.0341073358489683,0.0518926641510317,0.0325,0.024726638566837,0.040273361433163,0.043,0.0341073358489683,0.0518926641510317,0.0480189458415272,0.0475491676764592,0.0484887240065951,0.022473188402173,0.0221233601786495,0.0228230166256966,0.0247108143070353,0.0243458225434535,0.025075806070617,0.0448374718735431,0.0443768521249922,0.0452980916220941,0.0256386661042708,0.025193113879621,0.0260842183289206,0.0240062623969209,0.0235417011239543,0.0244708236698875,103.788333916667
bky_indep_null_fdp,1,0,0,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0935,0.0807376278752354,0.106262372124765,0.0495,0.0399913173311165,0.0590086826688835,0.0495,0.0399913173311165,0.0590086826688835,0.093,0.0802682878315777,0.105731712168422,0.048,0.0386291111459918,0.0573708888540082,0.049,0.039536974890931,0.058463025109069,0.0515,0.0418113341900513,0.0611886658099487,0.0295,0.0220826209755952,0.0369173790244048,0.0295,0.0220826209755952,0.0369173790244048,0.0515,0.0418113341900513,0.0611886658099487,0.0295,0.0220826209755952,0.0369173790244048,0.0295,0.0220826209755952,0.0369173790244048,0.0445,0.0354606532735919,0.0535393467264081,0.0225,0.015998832792771,0.029001167207229,0.0225,0.015998832792771,0.029001167207229,0.044,0.0350092281251111,0.0529907718748889,0.021,0.0147144586579749,0.0272855413420251,0.022,0.0155698298983,0.0284301701017,95.7030614166667
bky_indep_posonly_fdp,2,0.25,0,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0465083875834407,0.0460494803692214,0.04696729479766,0.0407576288682465,0.0402868498480248,0.0412284078884682,0.0449587624958057,0.0444644878181283,0.045453037173483,0.0431451322880748,0.042692146302906,0.0435981182732436,0.0245153285424148,0.0240315531895787,0.0249991038952508,0.0228074571383515,0.0223203676010119,0.0232945466756911,0.0463757445295718,0.0459187130374499,0.0468327760216938,0.020790984548127,0.0204511370830874,0.0211308320131666,0.022919218905532,0.0225648997384033,0.0232735380726607,0.0429659618786612,0.0425156879836165,0.0434162357737058,0.0243826854885459,0.0239124636961903,0.0248529072809014,0.0226282867289378,0.0221583914596387,0.023098181998237,0.0495,0.0399913173311165,0.0590086826688835,0.9995,0.99852001800773,1.00047998199227,1,1,1,0.065,0.0541930242307812,0.0758069757692188,0.0495,0.0399913173311165,0.0590086826688835,0.065,0.0541930242307812,0.0758069757692188,103.854450833333
bky_indep_unbalanced_fdp,5,0.1,0.4,0,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0372717685793466,0.0369805883344014,0.0375629488242917,0.0318462548741544,0.0315758894231609,0.032116620325148,0.0429964193635267,0.0426842613279563,0.043308577399097,0.0425617285882344,0.0422504615121728,0.0428729956642959,0.0372717685793466,0.0369805883344014,0.0375629488242917,0.0425617285882344,0.0422504615121728,0.0428729956642959,0.0266032858489832,0.0259946647254154,0.0272119069725509,0.073595621618681,0.0727182567416572,0.0744729864957049,0.0987348002171247,0.0977660067200553,0.0997035937141941,0.0445772344738851,0.0438189603781684,0.0453355085696018,0.0266032858489832,0.0259946647254154,0.0272119069725509,0.0445772344738851,0.0438189603781684,0.0453355085696018,0.0391006946219902,0.0387765469923869,0.0394248422515934,0.0207600868324091,0.0205194812961032,0.021000692368715,0.0278813730306699,0.0276056318512321,0.0281571142101077,0.0420702654428462,0.0417294333248067,0.0424110975608857,0.0391006946219902,0.0387765469923869,0.0394248422515934,0.0420702654428462,0.0417294333248067,0.0424110975608857,126.006004916667
bky_posdep_balanced_fdp,9,0.25,0.25,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0459581714157246,0.0433307108409498,0.0485856319904994,0.0312469441990454,0.0298179294327232,0.0326759589653676,0.0420280001078981,0.0403384370047601,0.043717563211036,0.0441975155999606,0.0420239442724436,0.0463710869274775,0.0457720445580079,0.0431905346211592,0.0483535544948565,0.0441975155999606,0.0420239442724436,0.0463710869274775,0.0307901786664726,0.0285412255418443,0.0330391317911009,0.0236413829714688,0.0221523578977099,0.0251304080452278,0.0331640782210408,0.0312710861485004,0.0350570702935812,0.0335989443040667,0.0315522932761943,0.0356455953319391,0.0307901786664726,0.0285412255418443,0.0330391317911009,0.0335989443040667,0.0315522932761943,0.0356455953319391,0.0334975622789712,0.0311352541075571,0.0358598704503852,0.0259548237784203,0.0244109709461272,0.0274986766107135,0.0354876635355518,0.0335251425825845,0.0374501844885192,0.0360648080889595,0.033922920354817,0.038206695823102,0.0333114354212544,0.0310022731049443,0.0356205977375646,0.0360648080889595,0.033922920354817,0.038206695823102,127.439873625
bky_posdep_negonly_fdp,8,0,0.25,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.054984015158328,0.0506390278631851,0.059329002453471,0.0435126072360716,0.0404736477249185,0.0465515667472247,0.0475382887716032,0.0443543272105041,0.0507222503327022,0.0385540055351837,0.0355786286895338,0.0415293823808335,0.0306411035396011,0.0272530550467362,0.0340291520324659,0.0207515682845157,0.0183474328813716,0.0231557036876598,0.027,0.0198947396457569,0.0341052603542431,0.7405,0.721283561228223,0.759716438771778,0.775,0.756694406912137,0.793305593087863,0.025,0.018155936880975,0.031844063119025,0.027,0.0198947396457569,0.0341052603542431,0.025,0.018155936880975,0.031844063119025,0.0495962139329173,0.046102679700435,0.0530897481653995,0.0218259415136373,0.0200871475510621,0.0235647354762126,0.0249690879112652,0.022934082080371,0.0270040937421595,0.0352467850572493,0.0330172499737781,0.0374763201407204,0.0252568370185605,0.0231806723958797,0.0273330016412413,0.0174443478065813,0.0161514668252126,0.0187372287879499,105.532800291667
bky_posdep_null_fdp,6,0,0,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.081,0.0690397031421754,0.0929602968578246,0.049,0.039536974890931,0.058463025109069,0.049,0.039536974890931,0.058463025109069,0.0575,0.0472949227693938,0.0677050772306063,0.0475,0.0381755979550355,0.0568244020449645,0.03,0.022521953033424,0.037478046966576,0.0375,0.0291716743784514,0.0458283256215486,0.0225,0.015998832792771,0.029001167207229,0.0225,0.015998832792771,0.029001167207229,0.0255,0.0185896076503584,0.0324103923496415,0.0215,0.0151416952595747,0.0278583047404253,0.012,0.007226787280153,0.016773212719847,0.0435,0.0345581205707507,0.0524418794292493,0.0265,0.019459028136104,0.033540971863896,0.0265,0.019459028136104,0.033540971863896,0.032,0.0242846725699043,0.0397153274300957,0.026,0.0190239779222221,0.0329760220777779,0.018,0.0121718101475868,0.0238281898524132,89.0136099583333
bky_posdep_posonly_fdp,7,0.25,0,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0529878222066581,0.0484329578592046,0.0575426865541116,0.0420078303262481,0.0389449116562201,0.045070748996276,0.0461032063180409,0.0428630944757781,0.0493433181603038,0.036273450118943,0.033213044049106,0.0393338561887801,0.0288860917005338,0.0253366131483199,0.0324355702527477,0.0187300640840323,0.0163010032058042,0.0211591249622604,0.047718358374441,0.0439808418406802,0.0514558749082018,0.0202027503376524,0.0182431230048915,0.0221623776704134,0.0234428820409963,0.0211533996530138,0.0257323644289789,0.0334280645735269,0.0309655631592919,0.0358905659877619,0.0236282260117959,0.0213119523610742,0.0259444996625176,0.0158846785386162,0.0143334493650278,0.0174359077122047,0.0325,0.024726638566837,0.040273361433163,0.739,0.719747631449982,0.758252368550018,0.7725,0.754122702814734,0.790877297185266,0.029,0.0216438545484803,0.0363561454515198,0.0325,0.024726638566837,0.040273361433163,0.029,0.0216438545484803,0.0363561454515198,105.52215375
bky_posdep_unbalanced_fdp,10,0.1,0.4,0.25,BKY2006,2000,2000,3,Wald,0.05,0.05,shuffle,0.0508633684452686,0.0479842858682604,0.0537424510222768,0.0322724752781751,0.0307972341388121,0.033747716417538,0.0432524673868486,0.0414991219694296,0.0450058128042677,0.0442380663141591,0.0419810785569458,0.0464950540713723,0.050419584711613,0.0476234846055487,0.0532156848176772,0.0442380663141591,0.0419810785569458,0.0464950540713723,0.0263426040749793,0.0238840271004757,0.0288011810494829,0.0456750038443874,0.0433530678841895,0.0479969398045852,0.0617503600244562,0.0590402138915452,0.0644605061573672,0.0328670750984134,0.0303735775388939,0.035360572657933,0.0263426040749793,0.0238840271004757,0.0288011810494829,0.0328670750984134,0.0303735775388939,0.035360572657933,0.0426723149776214,0.0400711152146048,0.0452735147406379,0.0195887722466072,0.0183265883573908,0.0208509561358235,0.0278124508981328,0.0260667658513201,0.0295581359449455,0.0369004646526072,0.0349487938646045,0.0388521354406098,0.0422285312439657,0.0397222733521049,0.0447347891358265,0.0369004646526072,0.0349487938646045,0.0388521354406098,126.216012791667
